id,value
id_0,25.814219599107776
id_1,64.5970482593314
id_2,23.424986066070748
id_3,31.11317583232694
id_4,13.469111962555637
id_5,33.1386798492078
id_6,40.50138507975237
id_7,18.30906184883271
id_8,54.41509910385723
id_9,35.55093234852672
id_10,39.697032683175834
id_11,60.44488208500126
id_12,37.26685272772505
id_13,43.32233131968874
id_14,27.15077426300824
id_15,12.39515136489437
id_16,52.765971966561736
id_17,24.05291204557755
id_18,20.441054039506817
id_19,20.66001259789187
id_20,15.982281151571627
id_21,31.553230744105033
id_22,39.05765418949929
id_23,8.610334501410806
id_24,60.925866798967775
id_25,46.76059804672566
id_26,25.628447776431994
id_27,9.276427158362134
id_28,30.78131212531446
id_29,35.40041010061971
id_30,17.88883150966147
id_31,11.898219888335182
id_32,17.158576343274635
id_33,9.189545522014152
id_34,14.591675159579092
id_35,44.42511317354025
id_36,21.724204677995786
id_37,27.65912591347677
id_38,15.23608897560822
id_39,64.20196254609786
id_40,47.20619915238458
id_41,19.63489626472308
id_42,54.0577801412598
id_43,17.890202789693305
id_44,44.44804661439149
id_45,51.36195468872269
id_46,55.44585136991208
id_47,40.80817647588556
id_48,56.98903734440741
id_49,39.20545962598615
id_50,30.198172767666232
id_51,25.75174867003981
id_52,37.30390070508933
id_53,24.596166456843793
id_54,37.82567095651254
id_55,38.77734209335365
id_56,24.520250941372748
id_57,22.134656215424044
id_58,35.290060223537985
id_59,32.75415134380197
id_60,13.933313301202553
id_61,25.896571005985667
id_62,31.168283798778393
id_63,51.45598214026117
id_64,54.22437823679297
id_65,25.74290505771762
id_66,38.165339298438425
id_67,51.22776279650181
id_68,28.852188451980002
id_69,37.8178432726776
id_70,66.57751238387542
id_71,56.97461548951143
id_72,44.05604679808517
id_73,13.389663942524649
id_74,13.632464767804043
id_75,34.513720264696325
id_76,60.62877073963734
id_77,3.556337609110999
id_78,45.00314847502516
id_79,43.19285841363424
id_80,8.543135617513283
id_81,22.348609275119816
id_82,3.9232483571574743
id_83,34.28790423940104
id_84,7.487085602286419
id_85,5.0835945707391454
id_86,17.50446592225783
id_87,15.729711431812007
id_88,17.76755530136648
id_89,25.38338314582656
id_90,34.4890219050732
id_91,13.816329260137426
id_92,15.439953415777584
id_93,8.843228888978242
id_94,37.208438714375546
id_95,11.732345326055873
id_96,17.774305677072064
id_97,10.663359926243052
id_98,10.994371132916177
id_99,3.9030320062545787
id_100,10.899825706113633
id_101,18.117317193393482
id_102,11.551836364812088
id_103,7.232324526764457
id_104,11.220284537474994
id_105,35.171661752155714
id_106,25.96246317105655
id_107,7.362727035618014
id_108,16.726330536782914
id_109,13.885145521257414
id_110,9.8056737356749
id_111,17.198904005825277
id_112,14.911203310396127
id_113,26.904122209050644
id_114,17.63573696969328
id_115,16.789887407308765
id_116,6.507182747264702
id_117,45.594850170571476
id_118,26.00050818774627
id_119,3.1201065520832287
id_120,0.0
id_121,10.053209352708782
id_122,13.350989598923624
id_123,13.531532293248764
id_124,10.612033970397226
id_125,24.092597603230804
id_126,19.18022275585355
id_127,11.555651716090301
id_128,19.758817901269143
id_129,15.693916070436975
id_130,2.7370824073971063
id_131,32.51586191085248
id_132,13.117725515977748
id_133,20.23969327058156
id_134,26.239055462940975
id_135,22.263073835040647
id_136,9.400325828705991
id_137,19.102816552504468
id_138,77.01005621842393
id_139,59.85340716594908
id_140,28.622474188683626
id_141,21.91972378178373
id_142,23.17996069999447
id_143,6.828304918274997
id_144,10.98979509201071
id_145,11.315757295559282
id_146,17.380628765572062
id_147,8.083354238601219
id_148,12.214507077233174
id_149,19.076297266908767
id_150,47.00259573786332
id_151,21.614984403377385
id_152,20.907290692209322
id_153,14.609932607669345
id_154,13.910268997962822
id_155,23.32065808210435
id_156,24.168261233444603
id_157,37.36190852297976
id_158,6.064974572293976
id_159,26.281233869195024
id_160,45.071781508913986
id_161,18.40338336171057
id_162,64.96446953100524
id_163,16.758617297093387
id_164,33.39937370374754
id_165,23.028362583090875
id_166,22.315179248582808
id_167,0.0
id_168,65.56827369146674
id_169,18.49733898693736
id_170,16.56425550967461
id_171,70.96809200801944
id_172,17.92865220376059
id_173,1.0494972085556764
id_174,18.765453519781033
id_175,0.14905180535987772
id_176,6.371035948343925
id_177,21.90963441325147
id_178,20.70093805043603
id_179,24.428904494888826
id_180,41.44553665851282
id_181,31.70711206256454
id_182,26.364444193088215
id_183,13.547656969931104
id_184,6.826121524404167
id_185,41.35136326231016
id_186,33.58529704349788
id_187,34.840171319876646
id_188,16.350859439082544
id_189,24.064359756345542
id_190,13.20721387722578
id_191,17.46466091560464
id_192,29.19487582827546
id_193,75.48481774159195
id_194,31.816570177994013
id_195,12.912451267879774
id_196,63.1378450293918
id_197,15.542802301635268
id_198,19.62979857471652
id_199,18.307536690183753
id_200,124.52138958703567
id_201,22.303330723705653
id_202,57.43359092673691
id_203,6.910878965174627
id_204,58.22127074600489
id_205,37.13776763240268
id_206,15.51609274000281
