id,value
id_0,25.740226240559018
id_1,64.67382017987808
id_2,17.101009462697633
id_3,22.88132100045645
id_4,11.180445770198737
id_5,32.93618306599571
id_6,38.86283113060282
id_7,16.724554593930353
id_8,49.47751868547848
id_9,30.331028033331464
id_10,36.52754485947452
id_11,50.04676889863937
id_12,28.477465312653703
id_13,43.025091136363294
id_14,26.330559611148793
id_15,12.623698344632093
id_16,48.171081789822296
id_17,22.873508768887476
id_18,18.05873936363552
id_19,16.9159252985272
id_20,7.5536392442656854
id_21,33.99541788439444
id_22,37.947735327593264
id_23,20.053940989200925
id_24,60.98911220939243
id_25,44.34657744458469
id_26,27.488790913428325
id_27,5.7583301217545895
id_28,32.11091980346483
id_29,38.427528421165185
id_30,17.60819203003395
id_31,12.094124603499349
id_32,12.267972791232362
id_33,6.320257069152957
id_34,15.19761936633515
id_35,52.90153811133404
id_36,19.60348966920427
id_37,25.401291058875422
id_38,14.696850896163001
id_39,66.5157296379144
id_40,46.86697898918316
id_41,19.32731197366617
id_42,52.53002219851527
id_43,15.910897130845388
id_44,44.84118023863219
id_45,51.40787722682791
id_46,56.51658643601911
id_47,42.10895926626875
id_48,55.83458508227756
id_49,36.58414720057597
id_50,28.511075660824982
id_51,20.66391774648452
id_52,39.4645408263413
id_53,21.566609803820835
id_54,36.647944420346015
id_55,40.666823912264945
id_56,23.513030545088075
id_57,23.143726176772834
id_58,37.83175891027662
id_59,30.263341439364773
id_60,13.749391832994789
id_61,18.50277188811095
id_62,33.69441768185024
id_63,54.395042052400434
id_64,48.67553331209355
id_65,29.59673345403513
id_66,40.52373560352879
id_67,50.1577003812842
id_68,28.360088576037683
id_69,41.31117756634843
id_70,64.22908857334797
id_71,63.853691893597805
id_72,43.57720543198777
id_73,13.259900724458786
id_74,9.256439415569282
id_75,37.27492330983164
id_76,65.36329376274149
id_77,-1.6614391538803674
id_78,41.36318284113068
id_79,37.523348190537796
id_80,9.685817642918177
id_81,23.882310903634064
id_82,4.94262980806317
id_83,29.785326673981615
id_84,6.0407824437475615
id_85,8.74092542840487
id_86,17.4519354632542
id_87,15.462724552682591
id_88,20.91455927341843
id_89,29.447318357210463
id_90,41.194252684918276
id_91,13.860654627081448
id_92,13.326482081207565
id_93,6.58448936343682
id_94,38.228560910786555
id_95,15.000739776659628
id_96,15.815902010371598
id_97,8.81010598956354
id_98,10.45617329693653
id_99,9.168567905705867
id_100,12.337756529630154
id_101,16.94371850144028
id_102,11.488019889133433
id_103,8.390116521556198
id_104,12.765110388672934
id_105,34.81627990871836
id_106,32.71435916903783
id_107,5.817475093373533
id_108,14.839375988673675
id_109,14.485648767066284
id_110,12.926747836824202
id_111,14.094826088234788
id_112,12.486278157076447
id_113,25.24228591222925
id_114,20.550521733511278
id_115,20.6035426132407
id_116,5.328142913702131
id_117,51.1975567938415
id_118,29.55233126751065
id_119,2.077160386103173
id_120,-1.4041798422171592
id_121,7.687525910998433
id_122,16.527195033189944
id_123,11.07603711247704
id_124,6.083983120669529
id_125,25.587144366898546
id_126,21.393271457570755
id_127,8.10635321284074
id_128,18.80140856831069
id_129,14.751564397968565
id_130,2.672082083421582
id_131,32.20625138628834
id_132,16.05296646585619
id_133,23.60991722166427
id_134,26.153874327051902
id_135,20.896533824860548
id_136,6.148577828624093
id_137,20.444262627835066
id_138,79.74441371435371
id_139,61.447226960694344
id_140,24.17404116915489
id_141,16.72664900741641
id_142,24.765269375905746
id_143,6.441612218550576
id_144,8.385192203498315
id_145,7.184640697334906
id_146,18.309312996377
id_147,10.301484810315593
id_148,12.168635608741956
id_149,13.072253318552207
id_150,47.06299199410979
id_151,23.809687185550313
id_152,19.224146078052506
id_153,11.968553421741406
id_154,12.573586716758777
id_155,23.667915323927456
id_156,24.764552464412326
id_157,35.211331863341684
id_158,2.5992800809624867
id_159,21.115452849005816
id_160,37.27609671913372
id_161,19.82587824148978
id_162,62.08401148353504
id_163,16.81163861538985
id_164,34.612177144684935
id_165,23.90227926861035
id_166,23.00430988279933
id_167,2.4792383047787494
id_168,68.98370722288671
id_169,7.488065898339904
id_170,13.643932127863124
id_171,69.17562521186889
id_172,19.55908877740337
id_173,-0.7619928067100219
id_174,25.711744492909716
id_175,-0.36180560882418145
id_176,6.8746935953074395
id_177,18.732597072510895
id_178,20.256250894995517
id_179,28.30791076574265
id_180,41.613979012130116
id_181,33.66534355164008
id_182,27.649746905726914
id_183,10.541938991487257
id_184,7.476789106812838
id_185,43.93527475831573
id_186,33.492598103226705
id_187,37.01386918921409
id_188,15.26540692228578
id_189,20.831741638200374
id_190,12.914118752885615
id_191,13.848704247321198
id_192,28.079792075273676
id_193,70.96717206531096
id_194,27.12818019353784
id_195,11.674859331529888
id_196,62.19901453266942
id_197,13.417519996397804
id_198,18.142821029872305
id_199,19.659307148380293
id_200,122.40345748863886
id_201,22.734117551073258
id_202,57.43714983228475
id_203,0.7815664035331378
id_204,61.15637576457377
id_205,32.0764238072263
id_206,17.696857645216696
id_207,13.661771046600885
id_208,62.29461314174522
id_209,15.018087012853714
id_210,35.08002293460846
id_211,70.37432759885994
id_212,19.28080642689167
id_213,113.76356161787258
id_214,45.96600832175531
id_215,80.72951858983392
id_216,93.55125369694896
id_217,72.33498019281913
id_218,42.70275153900334
id_219,12.632081367696424
id_220,23.04560907640739
id_221,51.328332917396935
id_222,29.025615890886826
id_223,38.14694306120651
id_224,41.67831606433441
id_225,9.391861387970195
id_226,-1.1799618574856197
id_227,98.10799727309788
id_228,28.50848804259125
id_229,-0.9422587804281279
id_230,42.35144938244417
id_231,18.91276626653512
id_232,25.7037713904794
id_233,7.446455377190926
id_234,4.714289603478276
id_235,18.79461287579896
id_236,14.374545125182276
id_237,3.5064444512469692
id_238,21.440677021784754
id_239,-1.811101253536576
